setting_id,topology,dimension,overlap_ratio,overlap_ratio_target,seed,operator,mean_conflict_before,mean_conflict_after,proposal_consensus_collapse_ratio,post_coordination_regenerated_conflict,conflict_persistence,consensus_instability,reward_proposal_inconsistency,final_objective,FE_total,FE_commit_evaluation,FE_analysis_only,FE_coordination_extra,low_overlap_case,low_overlap_regression_flag
s002_line_d100_o0.1,line,100,0.1,0.1,2,AverageConsensus,0.40938080166712465,0.0,1.0,0.0,0.0,0.7848397003360236,0.523192405001374,84.59108317774553,10,1,0,0,False,False
s002_line_d100_o0.1,line,100,0.1,0.1,2,BestRewardSelection,0.40938080166712465,0.0,1.0,0.0,0.0,0.9197640560388525,0.523192405001374,86.9156755309285,10,1,0,0,False,False
s002_line_d100_o0.1,line,100,0.1,0.1,2,WeightedConsensus,0.40938080166712465,0.0,1.0,0.0,0.0,0.8967817123675851,0.523192405001374,86.48237823417173,10,1,0,0,False,False
s002_line_d100_o0.1,line,100,0.1,0.1,2,ConflictDampening,0.40938080166712465,0.0,1.0,0.0,0.0,0.8085901834106825,0.523192405001374,84.97006098298658,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,0,NoCoordination,0.4058560466988356,0.4058560466988356,0.0,0.4058560466988356,1.0,0.8508756897642668,0.5125681400965068,93.22716979200077,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,0,AverageConsensus,0.4058560466988356,0.0,1.0,0.0,0.0,0.595800767334896,0.5125681400965068,85.50469827154605,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,0,BestRewardSelection,0.4058560466988356,0.0,1.0,0.0,0.0,0.5051971596262709,0.5125681400965068,83.63513792627815,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,0,WeightedConsensus,0.4058560466988356,0.0,1.0,0.0,0.0,0.5155046900223693,0.5125681400965068,83.7584371852452,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,0,ConflictDampening,0.4058560466988356,0.0,1.0,0.0,0.0,0.6243726378451634,0.5125681400965068,86.23182393368911,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,1,NoCoordination,0.4528781142980007,0.4528781142980007,0.0,0.4528781142980007,1.0,0.5771676678094989,0.4036343428940023,73.05676144933012,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,1,AverageConsensus,0.4528781142980007,0.0,1.0,0.0,0.0,0.4166921363253953,0.4036343428940023,69.85262384077016,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,1,BestRewardSelection,0.4528781142980007,0.0,1.0,0.0,0.0,0.4952505445262777,0.4036343428940023,71.38042219929791,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,1,WeightedConsensus,0.4528781142980007,0.0,1.0,0.0,0.0,0.4608867408463818,0.4036343428940023,70.67124167672615,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,1,ConflictDampening,0.4528781142980007,0.0,1.0,0.0,0.0,0.44218697973368665,0.4036343428940023,70.29578800660686,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,2,NoCoordination,0.45202204412901476,0.45202204412901476,0.0,0.45202204412901476,1.0,0.8806900774247154,0.5510661323870445,90.50974624931351,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,2,AverageConsensus,0.45202204412901476,0.0,1.0,0.0,0.0,0.6274413353721666,0.5510661323870445,82.84589737873587,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,2,BestRewardSelection,0.45202204412901476,0.0,1.0,0.0,0.0,0.734595899111582,0.5510661323870445,85.7407598469201,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,2,WeightedConsensus,0.45202204412901476,0.0,1.0,0.0,0.0,0.6865912875244597,0.5510661323870445,84.3776100779049,10,1,0,0,False,False
s003_line_d100_o0.2,line,100,0.2,0.2,2,ConflictDampening,0.45202204412901476,0.0,1.0,0.0,0.0,0.6493742258374454,0.5510661323870445,83.40954732262797,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,0,NoCoordination,0.4081709667332816,0.4081709667332816,0.0,0.4081709667332816,1.0,0.8091838848815633,0.5195295668665114,93.22716979200077,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,0,AverageConsensus,0.4081709667332816,0.0,1.0,0.0,0.0,0.5691687559688433,0.5195295668665114,83.07236175917437,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,0,BestRewardSelection,0.4081709667332816,0.0,1.0,0.0,0.0,0.5663920852548556,0.5195295668665114,82.97357987572953,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,0,WeightedConsensus,0.4081709667332816,0.0,1.0,0.0,0.0,0.5431992800484362,0.5195295668665114,82.20229237855806,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,0,ConflictDampening,0.4081709667332816,0.0,1.0,0.0,0.0,0.5953388763261706,0.5195295668665114,84.01649636469229,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,1,NoCoordination,0.41750122084946734,0.41750122084946734,0.0,0.41750122084946734,1.0,0.8275268388635267,0.41418699588173524,73.05676144933012,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,1,AverageConsensus,0.41750122084946734,0.0,1.0,0.0,0.0,0.5838299181448664,0.41418699588173524,62.669314086406985,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,1,BestRewardSelection,0.41750122084946734,0.0,1.0,0.0,0.0,0.6582166425692593,0.41418699588173524,65.39728940436841,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,1,WeightedConsensus,0.41750122084946734,0.0,1.0,0.0,0.0,0.6309655259507373,0.41418699588173524,64.36219737507191,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,1,ConflictDampening,0.41750122084946734,0.0,1.0,0.0,0.0,0.6051762810688461,0.41418699588173524,63.43408129031614,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,2,NoCoordination,0.29970148596962304,0.29970148596962304,0.0,0.29970148596962304,1.0,1.0036019242969656,0.22805631120782727,90.50974624931351,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,2,AverageConsensus,0.29970148596962304,0.0,1.0,0.0,0.0,0.7115139200507755,0.22805631120782727,75.39080295277851,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,2,BestRewardSelection,0.29970148596962304,0.0,1.0,0.0,0.0,0.7618267106355436,0.22805631120782727,77.5657844089761,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,2,WeightedConsensus,0.29970148596962304,0.0,1.0,0.0,0.0,0.7460217206136526,0.22805631120782727,76.88942804240318,10,1,0,0,False,False
s004_line_d100_o0.3,line,100,0.3,0.3,2,ConflictDampening,0.29970148596962304,0.0,1.0,0.0,0.0,0.7283516697507207,0.22805631120782727,76.11808151138528,10,1,0,0,False,False
s005_line_d500_o0,line,500,0.0,0.0,0,NoCoordination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0534247284247,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,0,AverageConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0534247284247,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,0,BestRewardSelection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0534247284247,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,0,WeightedConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0534247284247,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,0,ConflictDampening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0534247284247,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,1,NoCoordination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.3781823035974,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,1,AverageConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.3781823035974,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,1,BestRewardSelection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.3781823035974,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,1,WeightedConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.3781823035974,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,1,ConflictDampening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.3781823035974,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,2,NoCoordination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.8240989135937,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,2,AverageConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.8240989135937,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,2,BestRewardSelection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.8240989135937,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,2,WeightedConsensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.8240989135937,10,1,0,0,True,False
s005_line_d500_o0,line,500,0.0,0.0,2,ConflictDampening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.8240989135937,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,0,NoCoordination,0.2747569681759353,0.2747569681759353,0.0,0.2747569681759353,1.0,0.8551515851372251,0.139290904527806,514.0534247284247,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,0,AverageConsensus,0.2747569681759353,0.0,1.0,0.0,0.0,0.6035357073482917,0.139290904527806,504.80146187267223,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,0,BestRewardSelection,0.2747569681759353,0.0,1.0,0.0,0.0,0.6577542089776974,0.139290904527806,506.461932517573,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,0,WeightedConsensus,0.2747569681759353,0.0,1.0,0.0,0.0,0.61612690244299,0.139290904527806,505.1560899638864,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,0,ConflictDampening,0.2747569681759353,0.0,1.0,0.0,0.0,0.6170299326988908,0.139290904527806,505.22075815989706,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,1,NoCoordination,0.3566082153959036,0.3566082153959036,0.0,0.3566082153959036,1.0,0.8198748594141957,0.22484464618771074,417.3781823035974,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,1,AverageConsensus,0.3566082153959036,0.0,1.0,0.0,0.0,0.5758285928529158,0.22484464618771074,408.8631984174716,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,1,BestRewardSelection,0.3566082153959036,0.0,1.0,0.0,0.0,0.6168966947195105,0.22484464618771074,410.09355492251376,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,1,WeightedConsensus,0.3566082153959036,0.0,1.0,0.0,0.0,0.6106122060207118,0.22484464618771074,409.9000774569756,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,1,ConflictDampening,0.3566082153959036,0.0,1.0,0.0,0.0,0.5901279916616605,0.22484464618771074,409.2810504837213,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,2,NoCoordination,0.3361477558342731,0.3361477558342731,0.0,0.3361477558342731,1.0,0.8391033374045,0.20346326750281915,513.8240989135937,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,2,AverageConsensus,0.3361477558342731,0.0,1.0,0.0,0.0,0.5975533788675774,0.20346326750281915,505.1466106184072,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,2,BestRewardSelection,0.3361477558342731,0.0,1.0,0.0,0.0,0.6132826922879425,0.20346326750281915,505.6257056817178,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,2,WeightedConsensus,0.3361477558342731,0.0,1.0,0.0,0.0,0.6007467687894678,0.20346326750281915,505.2434346905059,10,1,0,0,True,False
s006_line_d500_o0.05,line,500,0.05,0.05,2,ConflictDampening,0.3361477558342731,0.0,1.0,0.0,0.0,0.6142358699976963,0.20346326750281915,505.65185943307324,10,1,0,0,True,False
s007_line_d500_o0.1,line,500,0.1,0.1,0,NoCoordination,0.2701152051941791,0.2701152051941791,0.0,0.2701152051941791,1.0,0.9111315162920574,0.18534561558253732,514.0534247284247,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,0,AverageConsensus,0.2701152051941791,0.0,1.0,0.0,0.0,0.636349563074959,0.18534561558253732,492.36810876833147,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,0,BestRewardSelection,0.2701152051941791,0.0,1.0,0.0,0.0,0.6223886786812854,0.18534561558253732,491.3882967790257,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,0,WeightedConsensus,0.2701152051941791,0.0,1.0,0.0,0.0,0.6090596954750492,0.18534561558253732,490.56161863267994,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,0,ConflictDampening,0.2701152051941791,0.0,1.0,0.0,0.0,0.6505417853414924,0.18534561558253732,493.28187384281523,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,1,NoCoordination,0.3217260429982592,0.3217260429982592,0.0,0.3217260429982592,1.0,0.8811304793450434,0.18050863820990884,417.3781823035974,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,1,AverageConsensus,0.3217260429982592,0.0,1.0,0.0,0.0,0.6223630413495431,0.18050863820990884,397.8922324783402,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,1,BestRewardSelection,0.3217260429982592,0.0,1.0,0.0,0.0,0.6736601941747772,0.18050863820990884,401.2397513005873,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,1,WeightedConsensus,0.3217260429982592,0.0,1.0,0.0,0.0,0.6681129814125953,0.18050863820990884,400.8448198836104,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,1,ConflictDampening,0.3217260429982592,0.0,1.0,0.0,0.0,0.6361169475734597,0.18050863820990884,398.75078745749147,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,2,NoCoordination,0.2865603825933404,0.2865603825933404,0.0,0.2865603825933404,1.0,0.9801439809444069,0.23468114778002117,513.8240989135937,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,2,AverageConsensus,0.2865603825933404,0.0,1.0,0.0,0.0,0.6918320919537236,0.23468114778002117,489.7092788065603,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,2,BestRewardSelection,0.2865603825933404,0.0,1.0,0.0,0.0,0.7559426283793877,0.23468114778002117,494.37311454373497,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,2,WeightedConsensus,0.2865603825933404,0.0,1.0,0.0,0.0,0.7499554734307685,0.23468114778002117,493.91909287797347,10,1,0,0,False,False
s007_line_d500_o0.1,line,500,0.1,0.1,2,ConflictDampening,0.2865603825933404,0.0,1.0,0.0,0.0,0.7077888483653623,0.23468114778002117,490.82670071395114,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,0,NoCoordination,0.2535866099258451,0.2535866099258451,0.0,0.2535866099258451,1.0,0.9621304611251431,0.17575482977753537,514.0534247284247,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,0,AverageConsensus,0.2535866099258451,0.0,1.0,0.0,0.0,0.6748115499386818,0.17575482977753537,466.6884193748219,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,0,BestRewardSelection,0.2535866099258451,0.0,1.0,0.0,0.0,0.6907636240267152,0.17575482977753537,468.8526968382485,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,0,WeightedConsensus,0.2535866099258451,0.0,1.0,0.0,0.0,0.6841380875526645,0.17575482977753537,467.94770547017174,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,0,ConflictDampening,0.2535866099258451,0.0,1.0,0.0,0.0,0.6889785572271302,0.17575482977753537,468.61486917126933,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,1,NoCoordination,0.3381649164867743,0.3381649164867743,0.0,0.3381649164867743,1.0,0.8515567333390056,0.2994897494603231,417.3781823035974,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,1,AverageConsensus,0.3381649164867743,0.0,1.0,0.0,0.0,0.5973485455580829,0.2994897494603231,380.26689764357525,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,1,BestRewardSelection,0.3381649164867743,0.0,1.0,0.0,0.0,0.6616956553718718,0.2994897494603231,388.3762312120743,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,1,WeightedConsensus,0.3381649164867743,0.0,1.0,0.0,0.0,0.6599025407639415,0.2994897494603231,388.1390900693634,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,1,ConflictDampening,0.3381649164867743,0.0,1.0,0.0,0.0,0.6162109557262683,0.2994897494603231,382.5421038979074,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,2,NoCoordination,0.30676717613747734,0.30676717613747734,0.0,0.30676717613747734,1.0,0.9513288475619548,0.275296528412432,513.8240989135937,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,2,AverageConsensus,0.30676717613747734,0.0,1.0,0.0,0.0,0.6712652258057941,0.275296528412432,468.37723800109404,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,2,BestRewardSelection,0.30676717613747734,0.0,1.0,0.0,0.0,0.6699298907374237,0.275296528412432,468.1950383630972,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,2,WeightedConsensus,0.30676717613747734,0.0,1.0,0.0,0.0,0.6697164045202815,0.275296528412432,468.16645318284543,10,1,0,0,False,False
s008_line_d500_o0.2,line,500,0.2,0.2,2,ConflictDampening,0.30676717613747734,0.0,1.0,0.0,0.0,0.6897964530867572,0.275296528412432,470.9014518413006,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,0,NoCoordination,0.29079128138059124,0.29079128138059124,0.0,0.29079128138059124,1.0,0.9586410181646288,0.2740405108084404,514.0534247284247,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,0,AverageConsensus,0.29079128138059124,0.0,1.0,0.0,0.0,0.6739872749397613,0.2740405108084404,444.0439630275074,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,0,BestRewardSelection,0.29079128138059124,0.0,1.0,0.0,0.0,0.6843383622304542,0.2740405108084404,446.1354726941376,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,0,WeightedConsensus,0.29079128138059124,0.0,1.0,0.0,0.0,0.6825798310519777,0.2740405108084404,445.77639773633365,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,0,ConflictDampening,0.29079128138059124,0.0,1.0,0.0,0.0,0.6916854237912984,0.2740405108084404,447.6813191597516,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,1,NoCoordination,0.326323985357682,0.326323985357682,0.0,0.326323985357682,1.0,0.8776206253798973,0.28063862273971263,417.3781823035974,10,1,0,0,False,False
s009_line_d500_o0.3,line,500,0.3,0.3,1,AverageConsensus,0.326323985357682,0.0,1.0,0.0,0.0,0.6181484995542953,0.28063862273971263,358.650051184161,10,1,0,0,False,False
